module	genome_name	db_name	module_name	module_class	module_category	module_subcategory	module_definition	stepwise_module_completeness	stepwise_module_is_complete	pathwise_module_completeness	pathwise_module_is_complete	proportion_unique_enzymes_present	enzymes_unique_to_module	unique_enzymes_hit_counts	enzyme_hits_in_module	gene_caller_ids_in_module	warnings	pathwise_copy_number	stepwise_copy_number	per_step_copy_numbers
M00141	bin1001426	Rothia_sp001808955_mP14Tongue	C1-unit interconversion, eukaryotes	Pathway modules	Metabolism of cofactors and vitamins	Cofactor and vitamin metabolism	"K00600 (K00288,(K13403 K13402))"	0.5	False	0.5	False	NA	No enzymes unique to module	NA	K00600	318	K00600 is present in multiple modules: M00532/M00346/M00140/M00141	0	0	1,0
M00846	bin1001426	Rothia_sp001808955_mP14Tongue	Siroheme biosynthesis, glutamyl-tRNA => siroheme	Pathway modules	Metabolism of cofactors and vitamins	Cofactor and vitamin metabolism	"K02492 K01845 K01698 K01749 (K01719,K13542,K13543) (K02302,(K00589,K02303,K02496,K13542,K13543)+(K02304,(K24866+K03794)))"	0.8333333333333334	True	0.9166666666666666	True	NA	No enzymes unique to module	NA	K01698,K01719,K01749,K01845,K02303,K02492	660,659,658,663,26,653	K01749 is present in multiple modules: M00846/M00868/M00121/M00926,K01845 is present in multiple modules: M00846/M00121/M00926,K01698 is present in multiple modules: M00846/M00868/M00121/M00926,K01719 is present in multiple modules: M00846/M00868/M00121/M00926,K02303 is present in multiple modules: M00846/M00924/M00925,K02492 is present in multiple modules: M00846/M00121/M00926	1	0	1,1,1,1,1,0
M00868	bin1001426	Rothia_sp001808955_mP14Tongue	Heme biosynthesis, animals and fungi, glycine => heme	Pathway modules	Metabolism of cofactors and vitamins	Cofactor and vitamin metabolism	"K00643 K01698 K01749 K01719 K01599 K00228 K00231 K01772"	0.75	True	0.75	True	NA	No enzymes unique to module	NA	K00231,K01599,K01698,K01719,K01749,K01772	655,654,660,659,658,657	K01749 is present in multiple modules: M00846/M00868/M00121/M00926,K01698 is present in multiple modules: M00846/M00868/M00121/M00926,K01599 is present in multiple modules: M00868/M00121/M00926,K01719 is present in multiple modules: M00846/M00868/M00121/M00926,K01772 is present in multiple modules: M00868/M00121/M00926,K00231 is present in multiple modules: M00868/M00121/M00926	1	0	0,1,1,1,1,0,1,1
M00121	bin1001426	Rothia_sp001808955_mP14Tongue	Heme biosynthesis, plants and bacteria, glutamate => heme	Pathway modules	Metabolism of cofactors and vitamins	Cofactor and vitamin metabolism	"K01885 K02492 K01845 K01698 K01749 (K01719,K13542,K13543) K01599 (K00228,K02495) (K00230,K00231,K08973) K01772"	0.9	True	0.9	True	1.0	K00230,K01885	1,2	K00230,K00231,K01599,K01698,K01719,K01749,K01772,K01845,K01885,K01885,K02492	68,655,654,660,659,658,657,663,1452,862,653	K01749 is present in multiple modules: M00846/M00868/M00121/M00926,K01845 is present in multiple modules: M00846/M00121/M00926,K01698 is present in multiple modules: M00846/M00868/M00121/M00926,K01599 is present in multiple modules: M00868/M00121/M00926,K01719 is present in multiple modules: M00846/M00868/M00121/M00926,K01772 is present in multiple modules: M00868/M00121/M00926,K02492 is present in multiple modules: M00846/M00121/M00926,K00231 is present in multiple modules: M00868/M00121/M00926	1	0	2,1,1,1,1,1,1,0,2,1
M00926	bin1001426	Rothia_sp001808955_mP14Tongue	Heme biosynthesis, bacteria, glutamyl-tRNA => coproporphyrin III => heme	Pathway modules	Metabolism of cofactors and vitamins	Cofactor and vitamin metabolism	"K02492 K01845 K01698 K01749 (K01719,K13542) K01599 K00231 K01772 K00435"	1.0	True	1.0	True	1.0	K00435	1	K00231,K00435,K01599,K01698,K01719,K01749,K01772,K01845,K02492	655,656,654,660,659,658,657,663,653	K01749 is present in multiple modules: M00846/M00868/M00121/M00926,K01845 is present in multiple modules: M00846/M00121/M00926,K01698 is present in multiple modules: M00846/M00868/M00121/M00926,K01599 is present in multiple modules: M00868/M00121/M00926,K01719 is present in multiple modules: M00846/M00868/M00121/M00926,K01772 is present in multiple modules: M00868/M00121/M00926,K02492 is present in multiple modules: M00846/M00121/M00926,K00231 is present in multiple modules: M00868/M00121/M00926	1	1	1,1,1,1,1,1,1,1,1
M00924	bin1001426	Rothia_sp001808955_mP14Tongue	Cobalamin biosynthesis, anaerobic, uroporphyrinogen III => sirohydrochlorin => cobyrinate a,c-diamide	Pathway modules	Metabolism of cofactors and vitamins	Cofactor and vitamin metabolism	"(K02302,(K02303,K13542) (K02304,K24866)) (K02190,K03795,K22011) K03394 (K05934,K13541,K21479) K05936 (K02189,K13541) K02188 K05895 (K02191 K03399,K00595) K06042 K02224"	0.0	False	0.08333333333333333	False	NA	No enzymes unique to module	NA	K02303	26	K02303 is present in multiple modules: M00846/M00924/M00925	0	0	0,0,0,0,0,0,0,0,0,0,0
M00925	bin1001426	Rothia_sp001808955_mP14Tongue	Cobalamin biosynthesis, aerobic, uroporphyrinogen III => precorrin 2 => cobyrinate a,c-diamide	Pathway modules	Metabolism of cofactors and vitamins	Cofactor and vitamin metabolism	"(K02303,K13542) (K03394,K13540) K02229 (K05934,K13540,K13541) K05936 K02228 K05895 K00595 K06042 K02224 K02230+K09882+K09883"	0.09090909090909091	False	0.09090909090909091	False	NA	No enzymes unique to module	NA	K02303	26	K02303 is present in multiple modules: M00846/M00924/M00925	0	0	1,0,0,0,0,0,0,0,0,0,0
M00117	bin1001426	Rothia_sp001808955_mP14Tongue	Ubiquinone biosynthesis, prokaryotes, chorismate (+ polyprenyl-PP) => ubiquinol	Pathway modules	Metabolism of cofactors and vitamins	Cofactor and vitamin metabolism	"(K03181,K18240) K03179 (K03182+K03186) K18800 K00568 K03185 K03183 (K03184,K06134) K00568"	0.1111111111111111	False	0.1111111111111111	False	NA	No enzymes unique to module	NA	K03183	394	K03183 is present in multiple modules: M00117/M00116	0	0	0,0,0,0,0,0,1,0,0
M00116	bin1001426	Rothia_sp001808955_mP14Tongue	Menaquinone biosynthesis, chorismate (+ polyprenyl-PP) => menaquinol	Pathway modules	Metabolism of cofactors and vitamins	Cofactor and vitamin metabolism	"K02552 K02551 K08680 K02549 K01911 K01661 K19222 K02548 K03183"	0.7777777777777778	True	0.7777777777777778	True	1.0	K02548	1	K01661,K01911,K02548,K02549,K02551,K03183,K19222	381,380,379,387,386,394,1228	K03183 is present in multiple modules: M00117/M00116,K01661 is present in multiple modules: M00116/M00932,K02551 is present in multiple modules: M00116/M00932,K01911 is present in multiple modules: M00116/M00932,K02549 is present in multiple modules: M00116/M00932,K19222 is present in multiple modules: M00116/M00932	1	0	0,1,0,1,1,1,1,1,1
M00932	bin1001426	Rothia_sp001808955_mP14Tongue	Phylloquinone biosynthesis, chorismate (+ phytyl-PP) => phylloquinol	Pathway modules	Metabolism of cofactors and vitamins	Cofactor and vitamin metabolism	"(K02552 K02551 K08680 K02549,K14759) (K01911,K14760) K01661 (K19222,K12073) K23094 K17872 K23095"	0.42857142857142855	False	0.5	False	NA	No enzymes unique to module	NA	K01661,K01911,K02549,K02551,K19222	381,380,387,386,1228	K01661 is present in multiple modules: M00116/M00932,K02551 is present in multiple modules: M00116/M00932,K01911 is present in multiple modules: M00116/M00932,K02549 is present in multiple modules: M00116/M00932,K19222 is present in multiple modules: M00116/M00932	0	0	1,1,1,1,0,0,0
M00095	bin1001426	Rothia_sp001808955_mP14Tongue	C5 isoprenoid biosynthesis, mevalonate pathway	Pathway modules	Biosynthesis of terpenoids and polyketides	Terpenoid backbone biosynthesis	"K00626 K01641 K00021 K00869 (K00938,K13273) K01597 K01823"	0.14285714285714285	False	0.14285714285714285	False	NA	No enzymes unique to module	NA	K01823	544	K01823 is present in multiple modules: M00095/M00849/M00096/M00364/M00365/M00366/M00367	0	0	0,0,0,0,0,0,1
M00849	bin1001426	Rothia_sp001808955_mP14Tongue	C5 isoprenoid biosynthesis, mevalonate pathway, archaea	Pathway modules	Biosynthesis of terpenoids and polyketides	Terpenoid backbone biosynthesis	"K00626 K01641 (K00021,K00054) ((K00869 (K17942,(K25517+K09128 K25518+K03186))),(K18689 K18690 K22813)) K06981 K01823"	0.16666666666666666	False	0.14285714285714285	False	NA	No enzymes unique to module	NA	K01823	544	K01823 is present in multiple modules: M00095/M00849/M00096/M00364/M00365/M00366/M00367	0	0	0,0,0,0,0,1
M00096	bin1001426	Rothia_sp001808955_mP14Tongue	C5 isoprenoid biosynthesis, non-mevalonate pathway	Pathway modules	Biosynthesis of terpenoids and polyketides	Terpenoid backbone biosynthesis	"K01662 K00099 (K00991,K12506) K00919 (K01770,K12506) K03526 K03527 K01823"	1.0	True	1.0	True	1.0	K00099,K00919,K00991,K01662,K01770,K03526,K03527	1,1,1,1,1,1,1	K00099,K00919,K00991,K01662,K01770,K01823,K03526,K03527	1011,936,141,774,142,544,1009,436	K01823 is present in multiple modules: M00095/M00849/M00096/M00364/M00365/M00366/M00367	1	1	1,1,1,1,1,1,1,1
M00364	bin1001426	Rothia_sp001808955_mP14Tongue	C10-C20 isoprenoid biosynthesis, bacteria	Pathway modules	Biosynthesis of terpenoids and polyketides	Terpenoid backbone biosynthesis	"K01823 (K00795,K13789,K13787)"	1.0	True	1.0	True	NA	No enzymes unique to module	NA	K01823,K13787	544,273	K01823 is present in multiple modules: M00095/M00849/M00096/M00364/M00365/M00366/M00367,K13787 is present in multiple modules: M00364/M00365/M00921	1	1	1,1
M00365	bin1001426	Rothia_sp001808955_mP14Tongue	C10-C20 isoprenoid biosynthesis, archaea	Pathway modules	Biosynthesis of terpenoids and polyketides	Terpenoid backbone biosynthesis	"K01823 K13787"	1.0	True	1.0	True	NA	No enzymes unique to module	NA	K01823,K13787	544,273	K01823 is present in multiple modules: M00095/M00849/M00096/M00364/M00365/M00366/M00367,K13787 is present in multiple modules: M00364/M00365/M00921	1	1	1,1
M00366	bin1001426	Rothia_sp001808955_mP14Tongue	C10-C20 isoprenoid biosynthesis, plants	Pathway modules	Biosynthesis of terpenoids and polyketides	Terpenoid backbone biosynthesis	"K01823 K14066 K00787 K13789"	0.25	False	0.25	False	NA	No enzymes unique to module	NA	K01823	544	K01823 is present in multiple modules: M00095/M00849/M00096/M00364/M00365/M00366/M00367	0	0	1,0,0,0
M00367	bin1001426	Rothia_sp001808955_mP14Tongue	C10-C20 isoprenoid biosynthesis, non-plant eukaryotes	Pathway modules	Biosynthesis of terpenoids and polyketides	Terpenoid backbone biosynthesis	"K01823 K00787 K00804"	0.3333333333333333	False	0.3333333333333333	False	NA	No enzymes unique to module	NA	K01823	544	K01823 is present in multiple modules: M00095/M00849/M00096/M00364/M00365/M00366/M00367	0	0	1,0,0
M00778	bin1001426	Rothia_sp001808955_mP14Tongue	Type II polyketide backbone biosynthesis, acyl-CoA + malonyl-CoA => polyketide	Pathway modules	Biosynthesis of terpenoids and polyketides	Type II polyketide biosynthesis	"K05551+K05552+K05553 -K12420 ((K05554,K14249,K15884,K15885) (K05555,K14250),K15886)"	0.0	False	0.3333333333333333	False	1.0	K05555	1	K05555	384	No KOfam profile for K14249,No KOfam profile for K15886	0	0	0,None,0
M00780	bin1001426	Rothia_sp001808955_mP14Tongue	Tetracycline/oxytetracycline biosynthesis, pretetramide => tetracycline/oxytetracycline	Pathway modules	Biosynthesis of terpenoids and polyketides	Type II polyketide biosynthesis	"K14251 K14252 K14253 K14254 K14255 K14256 K21301"	0.14285714285714285	False	0.14285714285714285	False	NA	No enzymes unique to module	NA	K14254	1359	K14254 is present in multiple modules: M00780/M00823	0	0	0,0,0,1,0,0,0
M00823	bin1001426	Rothia_sp001808955_mP14Tongue	Chlortetracycline biosynthesis, pretetramide => chlortetracycline	Pathway modules	Biosynthesis of terpenoids and polyketides	Type II polyketide biosynthesis	"K14251 K14252 K14253 K14254 K14255 K14256 K21301 K14257+K21297"	0.125	False	0.125	False	NA	No enzymes unique to module	NA	K14254	1359	K14254 is present in multiple modules: M00780/M00823	0	0	0,0,0,1,0,0,0,0
M00793	bin1001426	Rothia_sp001808955_mP14Tongue	dTDP-L-rhamnose biosynthesis	Pathway modules	Biosynthesis of terpenoids and polyketides	Polyketide sugar unit biosynthesis	"K00973 K01710 (K01790 K00067,K23987)"	1.0	True	1.0	True	1.0	K00067,K00973,K01710,K23987	1,1,1,1	K00067,K00973,K01710,K23987	227,229,228,227	None	1	1	1,1,2
M00953	bin1001426	Rothia_sp001808955_mP14Tongue	Mugineic acid biosynthesis, methionine => 3-epihydroxymugineic acid	Pathway modules	Biosynthesis of other secondary metabolites	Biosynthesis of phytochemical compounds	"K00789 K05953 K14271 K22374 K18054"	0.2	False	0.2	False	NA	No enzymes unique to module	NA	K00789	356	K00789 is present in multiple modules: M00609/M00034/M00035/M00368/M00953	0	0	1,0,0,0,0
M00848	bin1001426	Rothia_sp001808955_mP14Tongue	Aurachin biosynthesis, anthranilate => aurachin A	Pathway modules	Biosynthesis of other secondary metabolites	Biosynthesis of other antibiotics	"K09460 K02078+K14245+K14246+K22798 K22799 K22800 K21272 K21271 K22801 K22802"	0.0	False	0.03125	False	1.0	K02078	1	K02078	967	No KOfam profile for K09460,No KOfam profile for K22800,No KOfam profile for K22799,No KOfam profile for K22802,No KOfam profile for K14246,No KOfam profile for K21271,No KOfam profile for K22801,No KOfam profile for K22798,No KOfam profile for K21272,No KOfam profile for K14245	0	0	0,0,0,0,0,0,0,0
M00921	bin1001426	Rothia_sp001808955_mP14Tongue	Cyclooctatin biosynthesis, dimethylallyl-PP + isopentenyl-PP => cyclooctatin	Pathway modules	Biosynthesis of other secondary metabolites	Biosynthesis of other bacterial compounds	"K13787 K18686 K22997 K22998"	0.25	False	0.25	False	NA	No enzymes unique to module	NA	K13787	273	K13787 is present in multiple modules: M00364/M00365/M00921	0	0	1,0,0,0
M00651	bin1001426	Rothia_sp001808955_mP14Tongue	Vancomycin resistance, D-Ala-D-Lac type	Signature modules	Gene set	Drug resistance	"(K18345 K18344 K07260 K18346),(K18351 K18352 K18354 K18353) (K18347 K15739 K08641)"	0.0	False	0.14285714285714285	False	1.0	K07260	1	K07260	1385	None	0	0	0,0
M00714	bin1001426	Rothia_sp001808955_mP14Tongue	Multidrug resistance, efflux pump QacA	Signature modules	Gene set	Drug resistance	"K18938 K08167"	0.5	False	0.5	False	1.0	K08167	1	K08167	1263	None	0	0	0,1
M00705	bin1001426	Rothia_sp001808955_mP14Tongue	Multidrug resistance, efflux pump MepA	Signature modules	Gene set	Drug resistance	"K18909 K18908"	0.5	False	0.5	False	1.0	K18908	1	K18908	1582	None	0	0	0,1
M00611	bin1001426	Rothia_sp001808955_mP14Tongue	Oxygenic photosynthesis in plants and cyanobacteria	Signature modules	Module set	Metabolic capacity	"(M00161,M00163) M00165"	0.0	False	0.2727272727272727	False	NA	No enzymes unique to module	NA	K00134,K00615,K00927,K01808,K01808,K02446	346,603,345,1492,49,952	K01808 is present in multiple modules: M00004/M00007/M00165/M00167/M00611/M00612,K00134 is present in multiple modules: M00001/M00002/M00003/M00308/M00552/M00165/M00166/M00611/M00612,K02446 is present in multiple modules: M00003/M00165/M00167/M00611/M00612,K00615 is present in multiple modules: M00004/M00007/M00165/M00167/M00611/M00612,K00927 is present in multiple modules: M00001/M00002/M00003/M00308/M00552/M00165/M00166/M00611/M00612	NA	0	0,0
M00612	bin1001426	Rothia_sp001808955_mP14Tongue	Anoxygenic photosynthesis in purple bacteria	Signature modules	Module set	Metabolic capacity	"M00597 M00165"	0.0	False	0.2727272727272727	False	NA	No enzymes unique to module	NA	K00134,K00615,K00927,K01808,K01808,K02446	346,603,345,1492,49,952	K01808 is present in multiple modules: M00004/M00007/M00165/M00167/M00611/M00612,K00134 is present in multiple modules: M00001/M00002/M00003/M00308/M00552/M00165/M00166/M00611/M00612,K02446 is present in multiple modules: M00003/M00165/M00167/M00611/M00612,K00615 is present in multiple modules: M00004/M00007/M00165/M00167/M00611/M00612,K00927 is present in multiple modules: M00001/M00002/M00003/M00308/M00552/M00165/M00166/M00611/M00612	NA	0	0,0
M00613	bin1001426	Rothia_sp001808955_mP14Tongue	Anoxygenic photosynthesis in green nonsulfur bacteria	Signature modules	Module set	Metabolic capacity	"M00597 M00376"	0.0	False	0.038461538461538464	False	NA	No enzymes unique to module	NA	K00239,K00240,K00241,K00242,K01966	308,307,310,309,1295	K00240 is present in multiple modules: M00009/M00011/M00173/M00376/M00374/M00149/M00613/M00614,K00242 is present in multiple modules: M00009/M00011/M00173/M00149/M00613/M00614,K00241 is present in multiple modules: M00009/M00011/M00173/M00376/M00374/M00149/M00613/M00614,K01966 is present in multiple modules: M00373/M00741/M00613,K00239 is present in multiple modules: M00009/M00011/M00173/M00376/M00374/M00149/M00613/M00614	NA	0	0,0
M00614	bin1001426	Rothia_sp001808955_mP14Tongue	Anoxygenic photosynthesis in green sulfur bacteria	Signature modules	Module set	Metabolic capacity	"M00598 M00173"	0.0	False	0.1	False	NA	No enzymes unique to module	NA	K00239,K00240,K00241,K00242,K01902,K01903	308,307,310,309,884,883	K00240 is present in multiple modules: M00009/M00011/M00173/M00376/M00374/M00149/M00613/M00614,K01903 is present in multiple modules: M00009/M00011/M00173/M00374/M00620/M00614,K01902 is present in multiple modules: M00009/M00011/M00173/M00374/M00620/M00614,K00242 is present in multiple modules: M00009/M00011/M00173/M00149/M00613/M00614,K00241 is present in multiple modules: M00009/M00011/M00173/M00376/M00374/M00149/M00613/M00614,K00239 is present in multiple modules: M00009/M00011/M00173/M00376/M00374/M00149/M00613/M00614	NA	0	0,0
M00617	bin1001426	Rothia_sp001808955_mP14Tongue	Methanogen	Signature modules	Module set	Metabolic capacity	"M00567,M00357,M00356,M00563"	0.0	False	0.2	False	NA	No enzymes unique to module	NA	K00925,K01895,K13788	1029,1545,1036	K01895 is present in multiple modules: M00357/M00617,K00925 is present in multiple modules: M00579/M00357/M00617/M00618,K13788 is present in multiple modules: M00579/M00617/M00618	NA	0	0
M00618	bin1001426	Rothia_sp001808955_mP14Tongue	Acetogen	Signature modules	Module set	Metabolic capacity	"M00377 M00579"	0.5	False	0.5714285714285714	False	NA	No enzymes unique to module	NA	K00925,K01491,K13788	1029,317,1036	K00925 is present in multiple modules: M00579/M00357/M00617/M00618,K01491 is present in multiple modules: M00377/M00140/M00618,K13788 is present in multiple modules: M00579/M00617/M00618	NA	0	0,1
M00615	bin1001426	Rothia_sp001808955_mP14Tongue	Nitrate assimilation	Signature modules	Module set	Metabolic capacity	"(K02575,K15576+K15577+K15578-K15579) M00531"	0.5	False	0.5	False	1.0	K02575	1	K02575	1418	None	NA	0	1,0
M00001	bin1001177	Rothia_sp001808955_mP21Tooth	Glycolysis (Embden-Meyerhof pathway), glucose => pyruvate	Pathway modules	Carbohydrate metabolism	Central carbohydrate metabolism	"(K00844,K12407,K00845,K25026,K00886,K08074,K00918) (K01810,K06859,K13810,K15916) (K00850,K16370,K21071,K00918) (K01623,K01624,K11645,K16305,K16306) K01803 ((K00134,K00150) K00927,K11389) (K01834,K15633,K15634,K15635) K01689 (K00873,K12406)"	0.7777777777777778	True	0.8	True	NA	No enzymes unique to module	NA	K00134,K00134,K00873,K01624,K01689,K01803,K01810,K01834,K21071	1214,1303,974,770,121,890,225,153,124	K01624 is present in multiple modules: M00001/M00003/M00165/M00167/M00345/M00344/M00611/M00612,K00873 is present in multiple modules: M00001/M00002,K01689 is present in multiple modules: M00001/M00002/M00003/M00346,K21071 is present in multiple modules: M00001/M00345,K00134 is present in multiple modules: M00001/M00002/M00003/M00308/M00552/M00165/M00166/M00611/M00612,K01810 is present in multiple modules: M00001/M00004/M00892/M00909,K01803 is present in multiple modules: M00001/M00002/M00003,K01834 is present in multiple modules: M00001/M00002/M00003	1	0	0,1,1,1,1,0,1,1,1
M00002	bin1001177	Rothia_sp001808955_mP21Tooth	Glycolysis, core module involving three-carbon compounds	Pathway modules	Carbohydrate metabolism	Central carbohydrate metabolism	"K01803 ((K00134,K00150) K00927,K11389) (K01834,K15633,K15634,K15635) K01689 (K00873,K12406)"	0.8	True	0.8333333333333334	True	NA	No enzymes unique to module	NA	K00134,K00134,K00873,K01689,K01803,K01834	1214,1303,974,121,890,153	K00873 is present in multiple modules: M00001/M00002,K01689 is present in multiple modules: M00001/M00002/M00003/M00346,K00134 is present in multiple modules: M00001/M00002/M00003/M00308/M00552/M00165/M00166/M00611/M00612,K01803 is present in multiple modules: M00001/M00002/M00003,K01834 is present in multiple modules: M00001/M00002/M00003	1	0	1,0,1,1,1
M00003	bin1001177	Rothia_sp001808955_mP21Tooth	Gluconeogenesis, oxaloacetate => fructose-6P	Pathway modules	Carbohydrate metabolism	Central carbohydrate metabolism	"(K01596,K01610) K01689 (K01834,K15633,K15634,K15635) K00927 (K00134,K00150) K01803 ((K01623,K01624,K11645) (K03841,K02446,K11532,K01086,K04041),K01622)"	0.7142857142857143	False	0.75	True	NA	No enzymes unique to module	NA	K00134,K00134,K01624,K01689,K01803,K01834,K02446	1214,1303,770,121,890,153,189	K01624 is present in multiple modules: M00001/M00003/M00165/M00167/M00345/M00344/M00611/M00612,K01689 is present in multiple modules: M00001/M00002/M00003/M00346,K00134 is present in multiple modules: M00001/M00002/M00003/M00308/M00552/M00165/M00166/M00611/M00612,K02446 is present in multiple modules: M00003/M00165/M00167/M00611/M00612,K01803 is present in multiple modules: M00001/M00002/M00003,K01834 is present in multiple modules: M00001/M00002/M00003	1	0	0,1,1,0,2,1,1
M00307	bin1001177	Rothia_sp001808955_mP21Tooth	Pyruvate oxidation, pyruvate => acetyl-CoA	Pathway modules	Carbohydrate metabolism	Central carbohydrate metabolism	"((K00163,K00161+K00162)+K00627+K00382-K13997),K00169+K00170+K00171+(K00172,K00189),K03737"	1.0	True	1.0	True	1.0	K00163,K00627	1,1	K00163,K00382,K00627	1009,199,198	K00382 is present in multiple modules: M00307/M00009/M00011/M00532/M00621/M00036/M00032	1	1	1
M00009	bin1001177	Rothia_sp001808955_mP21Tooth	Citrate cycle (TCA cycle, Krebs cycle)	Pathway modules	Carbohydrate metabolism	Central carbohydrate metabolism	"(K01647,K05942) (K01681,K01682) (K00031,K00030) ((K00164+K00658,K01616)+K00382,K00174+K00175-K00177-K00176) (K01902+K01903,K01899+K01900,K18118) (K00234+K00235+K00236+(K00237,K25801),K00239+K00240+K00241-(K00242,K18859,K18860),K00244+K00245+K00246-K00247) (K01676,K01679,K01677+K01678) (K00026,K00025,K00024,K00116)"	0.375	False	0.4375	False	NA	No enzymes unique to module	NA	K00116,K00239,K00240,K00241,K00242,K00382,K01902,K01903	981,286,287,284,285,199,1285,1284	K00240 is present in multiple modules: M00009/M00011/M00173/M00376/M00374/M00149/M00613/M00614,K01903 is present in multiple modules: M00009/M00011/M00173/M00374/M00620/M00614,K00116 is present in multiple modules: M00009/M00011,K01902 is present in multiple modules: M00009/M00011/M00173/M00374/M00620/M00614,K00242 is present in multiple modules: M00009/M00011/M00173/M00149/M00613/M00614,K00241 is present in multiple modules: M00009/M00011/M00173/M00376/M00374/M00149/M00613/M00614,K00382 is present in multiple modules: M00307/M00009/M00011/M00532/M00621/M00036/M00032,K00239 is present in multiple modules: M00009/M00011/M00173/M00376/M00374/M00149/M00613/M00614	0	0	0,0,0,0,1,1,0,1
M00011	bin1001177	Rothia_sp001808955_mP21Tooth	Citrate cycle, second carbon oxidation, 2-oxoglutarate => oxaloacetate	Pathway modules	Carbohydrate metabolism	Central carbohydrate metabolism	"((K00164+K00658,K01616)+K00382,K00174+K00175-K00177-K00176) (K01902+K01903,K01899+K01900,K18118) (K00234+K00235+K00236+(K00237,K25801),K00239+K00240+K00241-(K00242,K18859,K18860),K00244+K00245+K00246-K00247) (K01676,K01679,K01677+K01678) (K00026,K00025,K00024,K00116)"	0.6	False	0.7	False	NA	No enzymes unique to module	NA	K00116,K00239,K00240,K00241,K00242,K00382,K01902,K01903	981,286,287,284,285,199,1285,1284	K00240 is present in multiple modules: M00009/M00011/M00173/M00376/M00374/M00149/M00613/M00614,K01903 is present in multiple modules: M00009/M00011/M00173/M00374/M00620/M00614,K00116 is present in multiple modules: M00009/M00011,K01902 is present in multiple modules: M00009/M00011/M00173/M00374/M00620/M00614,K00242 is present in multiple modules: M00009/M00011/M00173/M00149/M00613/M00614,K00241 is present in multiple modules: M00009/M00011/M00173/M00376/M00374/M00149/M00613/M00614,K00382 is present in multiple modules: M00307/M00009/M00011/M00532/M00621/M00036/M00032,K00239 is present in multiple modules: M00009/M00011/M00173/M00376/M00374/M00149/M00613/M00614	0	0	0,1,1,0,1
M00004	bin1001177	Rothia_sp001808955_mP21Tooth	Pentose phosphate pathway (Pentose phosphate cycle)	Pathway modules	Carbohydrate metabolism	Central carbohydrate metabolism	"(K13937,((K00036,K19243) (K01057,K07404))) K00033 K01783 (K01807,K01808) K00615 ((K00616 (K01810,K06859,K15916)),K13810)"	0.8333333333333334	True	0.875	True	NA	No enzymes unique to module	NA	K00036,K00615,K00616,K01057,K01783,K01808,K01810	977,305,306,979,861,636,225	K01808 is present in multiple modules: M00004/M00007/M00165/M00167/M00611/M00612,K00616 is present in multiple modules: M00004/M00007,K00036 is present in multiple modules: M00004/M00006/M00008,K01810 is present in multiple modules: M00001/M00004/M00892/M00909,K00615 is present in multiple modules: M00004/M00007/M00165/M00167/M00611/M00612,K01057 is present in multiple modules: M00004/M00006/M00008,K01783 is present in multiple modules: M00004/M00007	1	0	1,0,1,1,1,1
M00006	bin1001177	Rothia_sp001808955_mP21Tooth	Pentose phosphate pathway, oxidative phase, glucose 6P => ribulose 5P	Pathway modules	Carbohydrate metabolism	Central carbohydrate metabolism	"(K13937,((K00036,K19243) (K01057,K07404))) K00033"	0.5	False	0.6666666666666666	False	NA	No enzymes unique to module	NA	K00036,K01057	977,979	K01057 is present in multiple modules: M00004/M00006/M00008,K00036 is present in multiple modules: M00004/M00006/M00008	0	0	1,0
M00007	bin1001177	Rothia_sp001808955_mP21Tooth	Pentose phosphate pathway, non-oxidative phase, fructose 6P => ribose 5P	Pathway modules	Carbohydrate metabolism	Central carbohydrate metabolism	"K00615 (K00616,K13810) K01783 (K01807,K01808)"	1.0	True	1.0	True	NA	No enzymes unique to module	NA	K00615,K00616,K01783,K01808	305,306,861,636	K01808 is present in multiple modules: M00004/M00007/M00165/M00167/M00611/M00612,K00616 is present in multiple modules: M00004/M00007,K01783 is present in multiple modules: M00004/M00007,K00615 is present in multiple modules: M00004/M00007/M00165/M00167/M00611/M00612	1	1	1,1,1,1
M00005	bin1001177	Rothia_sp001808955_mP21Tooth	PRPP biosynthesis, ribose 5P => PRPP	Pathway modules	Carbohydrate metabolism	Central carbohydrate metabolism	"K00948"	1.0	True	1.0	True	1.0	K00948	1	K00948	1282	None	1	1	1
M00008	bin1001177	Rothia_sp001808955_mP21Tooth	Entner-Doudoroff pathway, glucose-6P => glyceraldehyde-3P + pyruvate	Pathway modules	Carbohydrate metabolism	Central carbohydrate metabolism	"K00036 (K01057,K07404) K01690 K01625"	0.5	False	0.5	False	NA	No enzymes unique to module	NA	K00036,K01057	977,979	K01057 is present in multiple modules: M00004/M00006/M00008,K00036 is present in multiple modules: M00004/M00006/M00008	0	0	1,1,0,0
M00308	bin1001177	Rothia_sp001808955_mP21Tooth	Semi-phosphorylative Entner-Doudoroff pathway, gluconate => glycerate-3P	Pathway modules	Carbohydrate metabolism	Central carbohydrate metabolism	"K05308 K00874 K01625 (K00134 K00927,K00131,K18978)"	0.0	False	0.2	False	NA	No enzymes unique to module	NA	K00134,K00134	1214,1303	K00134 is present in multiple modules: M00001/M00002/M00003/M00308/M00552/M00165/M00166/M00611/M00612	0	0	0,0,0,0
