Sample_file	Genome_file	Taxonomic_abundance	Sequence_abundance	Adjusted_ANI	True_cov	ANI_5-95_percentile	Eff_lambda	Lambda_5-95_percentile	Median_cov	Mean_cov_geq1	Containment_ind	Naive_ANI	kmers_reassigned	Contig_name
AIMSfeas_1001582+73325_METAG	gtdb_genomes_reps_r220/database/GCF/900/105/015/GCF_900105015.1_genomic.fna.gz	0.1091	0.0873	98.77	637	98.48-99.04	439	0.39-0.48	1	1.260	2098/8459	95.60	157	NZ_FNLK01000015.1 Schaalia meyeri strain DSM 20733, whole genome shotgun sequence
AIMSfeas_1001582+73325_METAG	gtdb_genomes_reps_r220/database/GCF/000/174/755/GCF_000174755.1_genomic.fna.gz	0.1090	0.1148	97.70	637	97.42-97.95	439	0.40-0.48	1	1.324	2018/11493	94.54	142	NZ_ACLQ01000037.1 Capnocytophaga gingivalis ATCC 33624 ctg1117755535635, whole genome shotgun sequence
AIMSfeas_1001582+73325_METAG	gtdb_genomes_reps_r220/database/GCF/000/286/455/GCF_000286455.1_genomic.fna.gz	0.1059	0.0984	97.73	619	97.38-98.04	426	0.38-0.49	1	1.244	1794/10333	94.51	236	NZ_ALKG01000001.1 Selenomonas sp. FOBRC6 contig00136, whole genome shotgun sequence
AIMSfeas_1001582+73325_METAG	gtdb_genomes_reps_r220/database/GCF/009/730/335/GCF_009730335.1_genomic.fna.gz	0.0995	0.0955	97.75	581	97.47-98.11	400	0.35-0.44	1	1.277	1745/10296	94.44	361	NZ_CP046315.1 Schaalia odontolytica strain FDAARGOS_732 chromosome, complete genome
AIMSfeas_1001582+73325_METAG	gtdb_genomes_reps_r220/database/GCF/900/240/305/GCF_900240305.1_genomic.fna.gz	0.0938	0.1048	97.97	548	97.73-98.22	377	0.34-0.41	1	1.220	2047/12079	94.43	10	NZ_LT964854.1 Ottowia massiliensis strain Marseille-P4747, whole genome shotgun sequence
AIMSfeas_1001582+73325_METAG	gtdb_genomes_reps_r220/database/GCF/001/746/855/GCF_001746855.1_genomic.fna.gz	0.0929	0.0785	96.69	543	96.25-97.11	374	0.32-0.43	1	1.236	1008/8988	93.19	1095	NZ_CP017298.1 Pauljensenia hongkongensis strain HKU8 chromosome
AIMSfeas_1001582+73325_METAG	gtdb_genomes_reps_r220/database/GCF/000/238/795/GCF_000238795.1_genomic.fna.gz	0.0901	0.0762	96.90	526	96.51-97.27	362	0.31-0.42	1	1.202	1080/9236	93.31	326	NZ_AFNK01000087.1 Haemophilus sputorum CCUG 13788 contig00323, whole genome shotgun sequence
AIMSfeas_1001582+73325_METAG	gtdb_genomes_reps_r220/database/GCA/905/372/565/GCA_905372565.1_genomic.fna.gz	0.0892	0.0632	97.12	521	96.61-97.50	359	0.31-0.43	1	1.292	974/7835	93.50	14	CAJPPK010000001.1 MAG: uncultured Porphyromonas sp. isolate SRR9217423-mag-bin.17 genome assembly, contig: SRR9217423-mag-bin.17_2, whole genome shotgun sequence
AIMSfeas_1001582+73325_METAG	gtdb_genomes_reps_r220/database/GCA/010/202/265/GCA_010202265.1_genomic.fna.gz	0.0866	0.0299	98.18	506	97.59-98.76	349	0.29-0.42	1	1.252	620/3634	94.46	4	CP047918.1 Candidatus Saccharibacteria bacterium oral taxon 955 strain FS14P chromosome, complete genome
AIMSfeas_1001582+73325_METAG	gtdb_genomes_reps_r220/database/GCF/000/160/055/GCF_000160055.1_genomic.fna.gz	0.0840	0.0628	97.72	491	97.27-98.04	338	0.30-0.39	1	1.192	1151/8049	93.92	0	NZ_GG698602.1 Dialister invisus DSM 15470 Scfld0, whole genome shotgun sequence
AIMSfeas_1001582+73325_METAG	gtdb_genomes_reps_r220/database/GCF/002/999/235/GCF_002999235.1_genomic.fna.gz	0.0824	0.1057	97.91	482	97.52-98.20	332	0.30-0.37	1	1.278	2063/13785	94.06	549	NZ_CP027236.1 Actinomyces sp. oral taxon 897 strain F0631 chromosome, complete genome
AIMSfeas_1001582+73325_METAG	gtdb_genomes_reps_r220/database/GCF/021/222/645/GCF_021222645.1_genomic.fna.gz	0.0813	0.0217	97.44	475	96.77-98.22	327	0.25-0.42	1	1.169	367/2880	93.57	23	NZ_CP089520.1 Candidatus Nanosynbacter sp. HMT-352 strain KC1 chromosome, complete genome
AIMSfeas_1001582+73325_METAG	gtdb_genomes_reps_r220/database/GCF/000/785/515/GCF_000785515.1_genomic.fna.gz	0.0810	0.0700	97.79	473	97.36-98.16	326	0.28-0.38	1	1.206	1326/9341	93.90	166	NZ_CP009913.1 Streptococcus salivarius strain NCTC 8618 chromosome, complete genome
AIMSfeas_1001582+73325_METAG	gtdb_genomes_reps_r220/database/GCF/000/314/795/GCF_000314795.2_genomic.fna.gz	0.0788	0.0694	97.91	460	97.51-98.35	317	0.28-0.37	1	1.274	1359/9371	93.96	426	NZ_KB373314.1 Streptococcus sp. F0442 supercont1.1, whole genome shotgun sequence
AIMSfeas_1001582+73325_METAG	gtdb_genomes_reps_r220/database/GCF/000/701/685/GCF_000701685.1_genomic.fna.gz	0.0782	0.0554	95.71	457	94.98-96.24	314	0.26-0.41	1	1.198	545/7724	91.80	253	NZ_JNJO01000001.1 Gemella sanguinis ATCC 700632 T369DRAFT_scaffold00001.1_C, whole genome shotgun sequence
AIMSfeas_1001582+73325_METAG	gtdb_genomes_reps_r220/database/GCF/002/959/775/GCF_002959775.1_genomic.fna.gz	0.0781	0.0675	97.22	457	96.76-97.64	314	0.27-0.37	1	1.312	1069/9222	93.28	809	NZ_PPCX01000010.1 Veillonella rogosae JCM 15642 Contig_10_len_561265, whole genome shotgun sequence
AIMSfeas_1001582+73325_METAG	gtdb_genomes_reps_r220/database/GCA/902/470/455/GCA_902470455.1_genomic.fna.gz	0.0700	0.0341	96.22	409	95.55-96.98	282	0.21-0.37	1	1.156	403/5310	92.02	241	CABRGI010000001.1 MAG TPA_asm: uncultured Parvimonas sp. isolate MGYG-HGUT-01235 genome assembly, contig: GUT_GENOME093918_1, whole genome shotgun sequence
AIMSfeas_1001582+73325_METAG	gtdb_genomes_reps_r220/database/GCF/013/393/365/GCF_013393365.1_genomic.fna.gz	0.0695	0.0576	96.39	406	95.86-96.90	280	0.24-0.33	1	1.233	734/9087	92.20	1133	NZ_AP022321.1 Veillonella nakazawae strain T1-7 chromosome, complete genome
AIMSfeas_1001582+73325_METAG	gtdb_genomes_reps_r220/database/GCF/014/217/355/GCF_014217355.1_genomic.fna.gz	0.0688	0.0645	95.26	402	94.60-95.84	277	0.23-0.35	1	1.179	549/10022	91.06	846	NZ_CP060112.1 Fusobacterium hwasookii strain KCOM 1249 chromosome, complete genome
AIMSfeas_1001582+73325_METAG	gtdb_genomes_reps_r220/database/GCF/003/033/925/GCF_003033925.1_genomic.fna.gz	0.0674	0.0802	98.07	394	97.72-98.46	271	0.24-0.30	1	1.212	1596/12066	93.68	2	NZ_CP028365.1 Tannerella serpentiformis strain W11666 chromosome
AIMSfeas_1001582+73325_METAG	gtdb_genomes_reps_r220/database/GCA/000/182/945/GCA_000182945.1_genomic.fna.gz	0.0673	0.0563	95.82	393	95.07-96.42	271	0.21-0.34	1	1.227	576/8906	91.55	725	AABF01000001.1 Fusobacterium vincentii ATCC 49256 Contig0377, whole genome shotgun sequence
AIMSfeas_1001582+73325_METAG	gtdb_genomes_reps_r220/database/GCF/000/160/695/GCF_000160695.1_genomic.fna.gz	0.0670	0.0572	96.78	391	96.21-97.17	269	0.23-0.32	1	1.196	817/9358	92.44	952	NZ_GG694014.1 Selenomonas flueggei ATCC 43531 SCAFFOLD9, whole genome shotgun sequence
AIMSfeas_1001582+73325_METAG	gtdb_genomes_reps_r220/database/GCF/000/190/695/GCF_000190695.1_genomic.fna.gz	0.0669	0.0586	96.22	391	95.62-96.75	269	0.22-0.33	1	1.206	689/9437	91.90	371	NZ_GL870929.1 Kingella denitrificans ATCC 33394 SCAFFOLD1, whole genome shotgun sequence
AIMSfeas_1001582+73325_METAG	gtdb_genomes_reps_r220/database/GCF/001/189/515/GCF_001189515.2_genomic.fna.gz	0.0651	0.0825	97.23	380	96.79-97.58	262	0.23-0.31	1	1.140	1296/13155	92.80	11	NZ_CP012069.2 Olsenella sp. oral taxon 807 strain F0089 chromosome, complete genome
AIMSfeas_1001582+73325_METAG	gtdb_genomes_reps_r220/database/GCF/000/564/995/GCF_000564995.1_genomic.fna.gz	0.0645	0.0397	97.05	377	96.37-97.79	260	0.19-0.32	1	1.508	608/6564	92.61	368	NZ_JDFH01000001.1 Atopobium sp. ICM42b ctg7180000004937, whole genome shotgun sequence
AIMSfeas_1001582+73325_METAG	gtdb_genomes_reps_r220/database/GCF/009/717/815/GCF_009717815.1_genomic.fna.gz	0.0643	0.0535	96.58	376	96.00-97.10	259	0.21-0.32	1	1.237	717/9008	92.16	767	NZ_WMZH01000010.1 Streptococcus parasanguinis strain BIOML-A3 scaffold10_size1816, whole genome shotgun sequence
AIMSfeas_1001582+73325_METAG	gtdb_genomes_reps_r220/database/GCF/031/191/185/GCF_031191185.1_genomic.fna.gz	0.0631	0.0669	97.20	369	96.73-97.60	254	0.22-0.30	1	1.176	1058/11149	92.68	230	NZ_CP133464.1 Prevotella nigrescens strain DSM 13386 chromosome 1, complete sequence
AIMSfeas_1001582+73325_METAG	gtdb_genomes_reps_r220/database/GCF/000/426/605/GCF_000426605.1_genomic.fna.gz	0.0629	0.0756	98.95	368	98.55-99.27	253	0.23-0.29	1	1.147	2153/13066	94.35	52	NZ_AUFR01000001.1 Propionibacterium acidifaciens DSM 21887 K336DRAFT_scaffold00001.1_C, whole genome shotgun sequence
AIMSfeas_1001582+73325_METAG	gtdb_genomes_reps_r220/database/GCF/905/373/215/GCF_905373215.1_genomic.fna.gz	0.0624	0.0530	96.69	365	96.13-97.19	251	0.20-0.30	1	1.134	744/9311	92.17	10	NZ_CAJPRT010000001.1 MAG: uncultured Campylobacter sp. isolate SRR9217454-mag-bin.4, whole genome shotgun sequence
AIMSfeas_1001582+73325_METAG	gtdb_genomes_reps_r220/database/GCA/013/333/605/GCA_013333605.2_genomic.fna.gz	0.0611	0.0241	96.09	357	95.10-97.09	246	0.17-0.33	1	1.123	276/4265	91.55	10	JABCOM020000001.1 MAG: candidate division SR1 bacterium isolate P-B-M_MAG_00018 ORAL_M-P_MAG_00018-c_000000013599, whole genome shotgun sequence
AIMSfeas_1001582+73325_METAG	gtdb_genomes_reps_r220/database/GCF/000/165/735/GCF_000165735.1_genomic.fna.gz	0.0611	0.0425	96.96	357	96.36-97.57	246	0.20-0.30	1	1.180	655/7641	92.38	15	NZ_GL538175.1 Megasphaera micronuciformis F0359 Scfld5, whole genome shotgun sequence
AIMSfeas_1001582+73325_METAG	gtdb_genomes_reps_r220/database/GCF/009/738/225/GCF_009738225.1_genomic.fna.gz	0.0610	0.0588	95.19	356	94.44-95.71	245	0.19-0.31	1	1.150	493/10219	90.68	1105	NZ_CP018187.1 Streptococcus salivarius strain ICDC2 chromosome, complete genome
AIMSfeas_1001582+73325_METAG	gtdb_genomes_reps_r220/database/GCF/000/378/085/GCF_000378085.1_genomic.fna.gz	0.0607	0.0841	95.16	355	94.50-95.70	244	0.20-0.30	1	1.168	709/14880	90.65	425	NZ_KB899210.1 Prevotella loescheii DSM 19665 = JCM 12249 = ATCC 15930 strain DSM 19665 F453DRAFT_scaffold00001.1, whole genome shotgun sequence
AIMSfeas_1001582+73325_METAG	gtdb_genomes_reps_r220/database/GCA/905/372/865/GCA_905372865.1_genomic.fna.gz	0.0595	0.0521	97.71	348	97.12-98.11	239	0.21-0.29	1	1.155	1005/9470	93.02	309	CAJPQT010000001.1 MAG: uncultured Centipeda sp. isolate SRR9217428-mag-bin.13 genome assembly, contig: SRR9217428-mag-bin.13_7, whole genome shotgun sequence
AIMSfeas_1001582+73325_METAG	gtdb_genomes_reps_r220/database/GCF/000/234/095/GCF_000234095.1_genomic.fna.gz	0.0584	0.0557	96.14	341	95.47-96.62	235	0.19-0.30	1	1.138	647/10243	91.48	433	NZ_JH376797.1 Selenomonas infelix ATCC 43532 supercont1.1, whole genome shotgun sequence
AIMSfeas_1001582+73325_METAG	gtdb_genomes_reps_r220/database/GCF/000/278/725/GCF_000278725.1_genomic.fna.gz	0.0555	0.0536	97.05	324	96.44-97.49	223	0.19-0.27	1	1.114	850/10464	92.22	519	NZ_ALCA01000001.1 Actinomyces sp. ICM47 ctg120010148499, whole genome shotgun sequence
AIMSfeas_1001582+73325_METAG	gtdb_genomes_reps_r220/database/GCA/005/697/215/GCA_005697215.1_genomic.fna.gz	0.0526	0.0185	97.55	307	96.78-98.63	212	0.15-0.27	1	1.227	344/3809	92.54	35	CP040003.1 Candidatus Saccharibacteria bacterium oral taxon 488 strain AC001 chromosome, complete genome
AIMSfeas_1001582+73325_METAG	gtdb_genomes_reps_r220/database/GCA/018/375/675/GCA_018375675.1_genomic.fna.gz	0.0522	0.0473	97.63	305	97.06-98.11	210	0.17-0.25	1	1.183	904/9746	92.62	806	JAHACW010000023.1 MAG: Actinomyces sp. isolate L2_047_000G1_dasL2_047_000G1_concoct_43 L2_047_000G1_scaffold_1006, whole genome shotgun sequence
AIMSfeas_1001582+73325_METAG	gtdb_genomes_reps_r220/database/GCF/009/728/485/GCF_009728485.1_genomic.fna.gz	0.0492	0.0547	95.85	287	95.21-96.56	198	0.15-0.25	1	1.130	601/12166	90.75	455	NZ_VVIQ01000010.1 Prevotella vespertina strain A2879 NODE_10_length_95728_cov_94.495633, whole genome shotgun sequence
AIMSfeas_1001582+73325_METAG	gtdb_genomes_reps_r220/database/GCF/007/990/545/GCF_007990545.2_genomic.fna.gz	0.0478	0.0441	96.97	279	96.23-97.69	192	0.15-0.25	1	1.153	681/9881	91.73	308	NZ_AP019829.2 Leptotrichia wadei strain JCM16777 chromosome, complete genome
AIMSfeas_1001582+73325_METAG	gtdb_genomes_reps_r220/database/GCF/002/094/975/GCF_002094975.1_genomic.fna.gz	0.0477	0.0438	96.14	278	95.31-96.89	192	0.15-0.25	1	1.118	515/9734	90.95	994	NZ_CP015283.1 Streptococcus salivarius strain ATCC 25975 chromosome, complete genome
AIMSfeas_1001582+73325_METAG	gtdb_genomes_reps_r220/database/GCA/958/349/165/GCA_958349165.1_genomic.fna.gz	0.0463	0.0382	97.75	271	97.10-98.30	186	0.15-0.23	1	1.156	775/8956	92.41	487	CATWCG010000001.1 MAG TPA_asm: uncultured Actinomyces sp. isolate ERR10960912_bin.4_MetaWRAP_v1.3_MAG genome assembly, contig: ERZ18534468.206, whole genome shotgun sequence
AIMSfeas_1001582+73325_METAG	gtdb_genomes_reps_r220/database/GCF/019/429/565/GCF_019429565.1_genomic.fna.gz	0.0444	0.0412	95.53	260	94.50-96.19	179	0.13-0.24	1	1.171	404/9841	90.21	1187	NZ_JAHXSA010000001.1 Schaalia sp. ORNL0103 Contig1, whole genome shotgun sequence
AIMSfeas_1001582+73325_METAG	gtdb_genomes_reps_r220/database/GCF/000/023/905/GCF_000023905.1_genomic.fna.gz	0.0440	0.0429	95.44	257	94.49-96.30	177	0.12-0.23	1	1.177	395/10138	90.06	640	NC_013192.1 Leptotrichia buccalis C-1013-b, complete sequence
AIMSfeas_1001582+73325_METAG	gtdb_genomes_reps_r220/database/GCA/900/450/455/GCA_900450455.1_genomic.fna.gz	0.0434	0.0326	96.15	253	95.22-96.84	174	0.14-0.23	1	1.108	379/7841	90.69	127	UGGN01000002.1 [Eubacterium] infirmum strain NCTC12940 genome assembly, contig: ERS1502653SCcontig000002, whole genome shotgun sequence
AIMSfeas_1001582+73325_METAG	gtdb_genomes_reps_r220/database/GCA/905/370/345/GCA_905370345.1_genomic.fna.gz	0.0429	0.0117	96.42	251	95.42-97.92	173	0.10-0.24	1	1.167	156/2985	90.92	115	CAJPKE010000001.1 Candidatus Saccharibacteria bacterium UBA6209 isolate DRR046104-mag-bin.8 genome assembly, contig: DRR046104-mag-bin.8_5, whole genome shotgun sequence
AIMSfeas_1001582+73325_METAG	gtdb_genomes_reps_r220/database/GCF/000/479/335/GCF_000479335.1_genomic.fna.gz	0.0413	0.0324	96.98	241	96.10-97.75	166	0.12-0.21	1	1.102	501/8289	91.35	685	NC_022584.1 Streptococcus ilei, complete sequence
AIMSfeas_1001582+73325_METAG	gtdb_genomes_reps_r220/database/GCA/001/189/495/GCA_001189495.1_genomic.fna.gz	0.0401	0.0275	96.99	234	96.19-97.67	161	0.12-0.20	1	1.097	433/7341	91.27	33	CP012068.1 Eubacterium sulci ATCC 35585, complete genome
AIMSfeas_1001582+73325_METAG	gtdb_genomes_reps_r220/database/GCF/001/648/475/GCF_001648475.1_genomic.fna.gz	0.0398	0.0400	95.92	232	95.00-96.72	160	0.12-0.21	1	1.220	451/10846	90.25	624	NZ_LXSQ01000001.1 Eikenella halliae strain NML130454 Eiksp_contig000001, whole genome shotgun sequence
AIMSfeas_1001582+73325_METAG	gtdb_genomes_reps_r220/database/GCF/900/095/855/GCF_900095855.1_genomic.fna.gz	0.0387	0.0262	98.16	226	97.44-98.75	156	0.12-0.20	1	1.082	612/7396	92.28	1	NZ_FMIY01000002.1 Colibacter massiliensis strain Marseille-P2911T, whole genome shotgun sequence
AIMSfeas_1001582+73325_METAG	gtdb_genomes_reps_r220/database/GCA/937/927/165/GCA_937927165.1_genomic.fna.gz	0.0377	0.0124	96.26	220	94.81-97.65	152	0.09-0.23	1	1.119	160/3621	90.43	11	CALBBZ010000001.1 MAG TPA_asm: uncultured Candidatus Saccharibacteria bacterium isolate ERR589445_bin.44_CONCOCT_v1.1_MAG genome assembly, contig: ERZ772992.208, whole genome shotgun sequence
AIMSfeas_1001582+73325_METAG	gtdb_genomes_reps_r220/database/GCF/900/187/105/GCF_900187105.1_genomic.fna.gz	0.0372	0.0322	96.99	218	96.11-97.67	150	0.11-0.20	1	1.213	508/9230	91.07	340	NZ_LT906482.1 Eikenella corrodens strain NCTC10596 chromosome 1, complete sequence
AIMSfeas_1001582+73325_METAG	gtdb_genomes_reps_r220/database/GCF/001/078/375/GCF_001078375.1_genomic.fna.gz	0.0315	0.0268	97.01	184	95.92-97.90	127	0.09-0.17	1	1.063	444/9277	90.66	497	NZ_DF967922.1 Veillonella tobetsuensis strain ATCC BAA-2400, whole genome shotgun sequence
AIMSfeas_1001582+73325_METAG	gtdb_genomes_reps_r220/database/GCA/937/895/985/GCA_937895985.1_genomic.fna.gz	0.0314	0.0246	95.36	183	94.10-97.34	126	0.07-0.19	1	1.139	244/8781	89.08	510	CALBKL010000001.1 MAG TPA_asm: uncultured Solobacterium sp. isolate SRR1952462_bin.1_CONCOCT_v1.1_MAG genome assembly, contig: ERZ1033795.2653, whole genome shotgun sequence
AIMSfeas_1001582+73325_METAG	gtdb_genomes_reps_r220/database/GCA/002/761/215/GCA_002761215.1_genomic.fna.gz	0.0292	0.0137	98.22	171	97.23-99.39	118	0.08-0.16	1	1.079	328/5038	91.57	0	CP017714.1 Candidatus Gracilibacteria bacterium HOT-871, complete genome
AIMSfeas_1001582+73325_METAG	gtdb_genomes_reps_r220/database/GCF/001/811/505/GCF_001811505.1_genomic.fna.gz	0.0274	0.0228	95.50	160	94.08-97.34	110	0.06-0.18	1	1.107	234/9148	88.85	1877	NZ_KV804908.1 Streptococcus sp. HMSC034E03 Scaffold3, whole genome shotgun sequence
AIMSfeas_1001582+73325_METAG	gtdb_genomes_reps_r220/database/GCF/007/990/505/GCF_007990505.1_genomic.fna.gz	0.0258	0.0233	97.45	151	96.35-98.37	104	0.07-0.14	1	1.088	432/9547	90.50	26	NZ_AP019822.1 Pseudoleptotrichia goodfellowii strain JCM16774 chromosome, complete genome
AIMSfeas_1001582+73325_METAG	gtdb_genomes_reps_r220/database/GCF/900/759/325/GCF_900759325.1_genomic.fna.gz	0.0251	0.0170	96.92	146	95.58-98.54	101	0.06-0.16	1	1.070	272/7316	89.93	24	NZ_CAAEUW010000001.1 MAG: uncultured Peptostreptococcus sp. isolate HGM13558, whole genome shotgun sequence
AIMSfeas_1001582+73325_METAG	gtdb_genomes_reps_r220/database/GCF/000/767/835/GCF_000767835.1_genomic.fna.gz	0.0241	0.0196	97.15	141	95.75-98.44	97	0.06-0.15	1	1.263	346/8904	90.05	991	NZ_JPEN01000089.1 Streptococcus sinensis strain HKU4 C5091, whole genome shotgun sequence
AIMSfeas_1001582+73325_METAG	gtdb_genomes_reps_r220/database/GCF/900/128/465/GCF_900128465.1_genomic.fna.gz	0.0212	0.0192	98.34	124	96.96-99.53	85	0.06-0.13	1	1.058	452/8950	90.82	373	NZ_LT635862.1 Actinomyces bouchesdurhonensis strain Marseille-P2825T, whole genome shotgun sequence
AIMSfeas_1001582+73325_METAG	gtdb_genomes_reps_r220/database/GCF/003/030/305/GCF_003030305.1_genomic.fna.gz	0.0210	0.0207	98.49	123	97.29-99.54	84	0.06-0.13	1	1.055	545/10561	90.88	10	NZ_CP023676.1 Cutibacterium acnes strain ATCC 6919 chromosome, complete genome
AIMSfeas_1001582+73325_METAG	gtdb_genomes_reps_r220/database/GCA/013/333/935/GCA_013333935.1_genomic.fna.gz	0.0205	0.0211	97.22	120	95.97-98.66	82	0.05-0.13	1	1.058	381/11300	89.64	40	JABCNV010000033.1 MAG: Prevotella sp. isolate P-A-F_MAG_00002 ORAL_C-P_MAG_00002-c_000000014532, whole genome shotgun sequence
AIMSfeas_1001582+73325_METAG	gtdb_genomes_reps_r220/database/GCA/938/045/355/GCA_938045355.1_genomic.fna.gz	0.0178	0.0062	97.41	104	94.96-98.75	71	0.05-0.16	1	1.034	116/3706	89.43	14	CALIMU010000001.1 MAG TPA_asm: uncultured Clostridium sp. isolate ERR589634_bin.14_CONCOCT_v1.1_MAG genome assembly, contig: ERZ773049.6456, whole genome shotgun sequence
AIMSfeas_1001582+73325_METAG	gtdb_genomes_reps_r220/database/GCF/030/811/115/GCF_030811115.1_genomic.fna.gz	0.0167	0.0172	97.35	97	95.79-98.81	67	0.04-0.11	1	1.184	315/10909	89.19	4	NZ_JAUSQK010000001.1 Olsenella profusa DSM 13989 Ga0480499_01, whole genome shotgun sequence
AIMSfeas_1001582+73325_METAG	gtdb_genomes_reps_r220/database/GCA/915/063/485/GCA_915063485.1_genomic.fna.gz	0.0160	0.0121	95.64	94	93.01-97.09	65	0.04-0.15	1	1.159	132/8163	87.54	50	CAJZDJ010000001.1 MAG TPA_asm: uncultured Actinomyces sp. isolate SRR2037089_bin.11_metaWRAP_v1.1_MAG genome assembly, contig: NODE_37_length_57531_cov_11.054962, whole genome shotgun sequence
AIMSfeas_1001582+73325_METAG	gtdb_genomes_reps_r220/database/GCA/905/372/875/GCA_905372875.1_genomic.fna.gz	0.0142	0.0104	96.36	83	93.52-97.80	57	0.04-0.13	1	1.028	144/8003	87.84	3	CAJPQU010000001.1 MAG: uncultured Schwartzia sp. isolate SRR9217428-mag-bin.4 genome assembly, contig: SRR9217428-mag-bin.4_325, whole genome shotgun sequence
AIMSfeas_1001582+73325_METAG	gtdb_genomes_reps_r220/database/GCF/905/371/695/GCF_905371695.1_genomic.fna.gz	0.0126	0.0084	96.45	74	93.47-96.90	51	0.05-0.12	1	1.025	121/7308	87.61	26	NZ_CAJPMA010000001.1 MAG: uncultured Campylobacter sp. isolate SRR9217389-mag-bin.8, whole genome shotgun sequence
AIMSfeas_1001582+73325_METAG	gtdb_genomes_reps_r220/database/GCF/003/048/595/GCF_003048595.2_genomic.fna.gz	0.0122	0.0091	97.31	71	94.81-98.31	49	0.03-0.11	1	1.059	169/8036	88.29	1	NZ_CP049270.1 Campylobacter concisus strain P26UCO-S2 chromosome, complete genome
AIMSfeas_1001582+73325_METAG	gtdb_genomes_reps_r220/database/GCA/015/259/235/GCA_015259235.1_genomic.fna.gz	0.0118	0.0111	96.74	69	94.28-97.71	47	0.03-0.10	1	1.023	173/10219	87.67	21	JABZGM010000100.1 MAG: Alloprevotella sp. isolate JCVI_44_bin.23 NODE_100_length_7555_cov_4.890211, whole genome shotgun sequence
AIMSfeas_1001582+73325_METAG	gtdb_genomes_reps_r220/database/GCA/905/373/785/GCA_905373785.1_genomic.fna.gz	0.0117	0.0097	96.23	69	93.77-96.74	47	0.04-0.11	1	1.023	130/9060	87.21	5	CAJPUK010000001.1 MAG: uncultured Johnsonella sp. isolate SRR9217489-mag-bin.2 genome assembly, contig: SRR9217489-mag-bin.2_19, whole genome shotgun sequence
AIMSfeas_1001582+73325_METAG	gtdb_genomes_reps_r220/database/GCF/000/242/235/GCF_000242235.1_genomic.fna.gz	0.0114	0.0104	97.71	67	95.47-99.27	46	0.03-0.09	1	1.022	223/9980	88.46	24	NZ_JH590861.1 Stomatobaculum longum strain ACC2 supercont1.1, whole genome shotgun sequence
AIMSfeas_1001582+73325_METAG	gtdb_genomes_reps_r220/database/GCA/938/022/235/GCA_938022235.1_genomic.fna.gz	0.0102	0.0099	96.61	60	94.11-97.16	41	0.04-0.09	1	1.033	150/10623	87.16	14	CALIEL010000001.1 MAG TPA_asm: Oribacterium parvum isolate SRR8114052_bin.33_CONCOCT_v1.1_MAG genome assembly, contig: ERZ1740162.11585, whole genome shotgun sequence
AIMSfeas_1001585+73325_METAG	gtdb_genomes_reps_r220/database/GCF/013/393/365/GCF_013393365.1_genomic.fna.gz	4.2058	3.7629	99.10	48.523	NA-NA	HIGH	NA-NA	35	35.903	6863/9087	99.10	1	NZ_AP022321.1 Veillonella nakazawae strain T1-7 chromosome, complete genome
AIMSfeas_1001585+73325_METAG	gtdb_genomes_reps_r220/database/GCF/013/267/595/GCF_013267595.1_genomic.fna.gz	3.3646	4.8114	95.27	38.818	NA-NA	HIGH	NA-NA	28	8.702	3060/13764	95.27	4615	NZ_CP054010.1 Prevotella melaninogenica strain FDAARGOS_760 chromosome 1, complete sequence
AIMSfeas_1001585+73325_METAG	gtdb_genomes_reps_r220/database/GCF/023/472/875/GCF_023472875.1_genomic.fna.gz	3.3646	3.2510	97.62	38.818	NA-NA	HIGH	NA-NA	28	24.483	4608/9718	97.62	331	NZ_JAMDHR010000010.1 Neisseria perflava strain CCUG 17915 NODE_10_length_59262_cov_272.811946, whole genome shotgun sequence
AIMSfeas_1001585+73325_METAG	gtdb_genomes_reps_r220/database/GCF/946/902/045/GCF_946902045.1_genomic.fna.gz	3.1243	3.1377	95.32	36.045	NA-NA	HIGH	NA-NA	26	22.351	2214/9783	95.32	2720	NZ_OX336253.1 Neisseria sp. Marseille-Q5346 chromosome contig00001
AIMSfeas_1001585+73325_METAG	gtdb_genomes_reps_r220/database/GCF/000/175/615/GCF_000175615.1_genomic.fna.gz	3.1243	3.0049	97.92	36.045	NA-NA	HIGH	NA-NA	26	25.136	5092/9767	97.92	48	NZ_ACVO01000025.1 Rothia mucilaginosa ATCC 25296 contig00004, whole genome shotgun sequence
AIMSfeas_1001585+73325_METAG	gtdb_genomes_reps_r220/database/GCF/905/370/305/GCF_905370305.1_genomic.fna.gz	3.0041	2.8335	97.14	34.659	NA-NA	HIGH	NA-NA	25	24.604	3905/9603	97.14	1244	NZ_CAJPJX010000001.1 MAG: Actinomyces sp. ICM47 isolate DRR241310-mag-bin.5, whole genome shotgun sequence
AIMSfeas_1001585+73325_METAG	gtdb_genomes_reps_r220/database/GCF/900/187/995/GCF_900187995.1_genomic.fna.gz	2.4033	3.7380	97.43	27.727	NA-NA	HIGH	NA-NA	20	18.721	6887/15454	97.43	1706	NZ_FZNZ01000087.1 Prevotella jejuni strain DSM 26989, whole genome shotgun sequence
AIMSfeas_1001585+73325_METAG	gtdb_genomes_reps_r220/database/GCF/000/220/255/GCF_000220255.1_genomic.fna.gz	2.2831	3.0454	99.07	26.341	NA-NA	HIGH	NA-NA	19	18.382	9791/13078	99.07	210	NZ_GL982513.1 Prevotella pallens ATCC 700821 SCAFFOLD1, whole genome shotgun sequence
